c,r,n,r2,m
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1206"",id: ""1206"",value: ""' 643 park ave. at 66th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1206"",id: ""1206"",value: ""' 643 park ave. at 66th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1205"",id: ""1205"",value: ""' 3 225 e. 60th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/838 -3531"",name: ""serendipity"",cuisine: ""american"",label: ""a346"",id: ""346""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1205"",id: ""1205"",value: ""' 3 225 e. 60th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1205"",id: ""1205"",value: ""' 3 225 e. 60th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1204"",id: ""1204"",value: ""'19 w. 49th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/332 -7610"",name: ""` sea grill '"",cuisine: ""seafood"",label: ""a345"",id: ""345""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1204"",id: ""1204"",value: ""'19 w. 49th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1204"",id: ""1204"",value: ""'19 w. 49th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1203"",id: ""1203"",value: ""' 423 amsterdam ave. between 80th and 81st sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/496 -6280"",name: ""` sarabeth \ 's kitchen '"",cuisine: ""american"",label: ""a344"",id: ""344""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1203"",id: ""1203"",value: ""' 423 amsterdam ave. between 80th and 81st sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1203"",id: ""1203"",value: ""' 423 amsterdam ave. between 80th and 81st sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1202"",id: ""1202"",value: ""' 1000 madison ave. between 77th and 78th sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/570 -2211"",name: ""` sant ambroeus '"",cuisine: ""` coffee bar '"",label: ""a343"",id: ""343""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1202"",id: ""1202"",value: ""' 1000 madison ave. between 77th and 78th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1202"",id: ""1202"",value: ""' 1000 madison ave. between 77th and 78th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1201"",id: ""1201"",value: ""'18 e. 54th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/753 -9015"",name: ""` san pietro '"",cuisine: ""italian"",label: ""a342"",id: ""342""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1201"",id: ""1201"",value: ""'18 e. 54th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1201"",id: ""1201"",value: ""'18 e. 54th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1200"",id: ""1200"",value: ""' 157 chrystie st. at delancey st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/673 -0330"",name: ""` sammy \ 's roumanian steak house '"",cuisine: ""` east european '"",id: ""341"",label: ""a341""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1200"",id: ""1200"",value: ""' 157 chrystie st. at delancey st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1200"",id: ""1200"",value: ""' 157 chrystie st. at delancey st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1199"",id: ""1199"",value: ""'55 irving pl . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/982 -9030"",name: ""` sal anthony \ 's '"",cuisine: ""italian"",label: ""a340"",id: ""340""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1199"",id: ""1199"",value: ""'55 irving pl . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1199"",id: ""1199"",value: ""'55 irving pl . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1198"",id: ""1198"",value: ""' 133 mulberry st. between hester and grand sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/925 -3120"",name: ""s.p.q.r"",cuisine: ""italian"",label: ""a339"",id: ""339""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1198"",id: ""1198"",value: ""' 133 mulberry st. between hester and grand sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1198"",id: ""1198"",value: ""' 133 mulberry st. between hester and grand sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1197"",id: ""1197"",value: ""' 148 w. 51st st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/245 -9600"",name: ""` ruth \ 's chris '"",cuisine: ""american"",label: ""a338"",id: ""338""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1197"",id: ""1197"",value: ""' 148 w. 51st st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1197"",id: ""1197"",value: ""' 148 w. 51st st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1196"",id: ""1196"",value: ""' 1063 1st ave. at 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/753 -7407"",name: ""` rosa mexicano '"",cuisine: ""mexican"",label: ""a337"",id: ""337""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1196"",id: ""1196"",value: ""' 1063 1st ave. at 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1196"",id: ""1196"",value: ""' 1063 1st ave. at 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1195"",id: ""1195"",value: ""' 126 e. 7th st. between 1st ave. and ave. a '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/674 -4140"",name: ""` roettelle a. g '"",cuisine: ""continental"",label: ""a336"",id: ""336""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1195"",id: ""1195"",value: ""' 126 e. 7th st. between 1st ave. and ave. a '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1195"",id: ""1195"",value: ""' 126 e. 7th st. between 1st ave. and ave. a '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1194"",id: ""1194"",value: ""' 37a union sq. w between 16th and 17th sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/627 -7172"",name: ""republic"",cuisine: ""asian"",label: ""a335"",id: ""335""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1194"",id: ""1194"",value: ""' 37a union sq. w between 16th and 17th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1194"",id: ""1194"",value: ""' 37a union sq. w between 16th and 17th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1193"",id: ""1193"",value: ""' 439 e. 75th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/734 -4893"",name: ""` red tulip '"",cuisine: ""` eastern european '"",label: ""a334"",id: ""334""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1193"",id: ""1193"",value: ""' 439 e. 75th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1193"",id: ""1193"",value: ""' 439 e. 75th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1192"",id: ""1192"",value: ""' 100 w. 82nd st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/501 -0776"",name: ""rain"",cuisine: ""asian"",id: ""333"",label: ""a333""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1192"",id: ""1192"",value: ""' 100 w. 82nd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1192"",id: ""1192"",value: ""' 100 w. 82nd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1191"",id: ""1191"",value: ""'28 e. 63rd st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/935 -2888"",name: ""` post house '"",cuisine: ""american"",label: ""a332"",id: ""332""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1191"",id: ""1191"",value: ""'28 e. 63rd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1191"",id: ""1191"",value: ""'28 e. 63rd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1190"",id: ""1190"",value: ""' 551 amsterdam ave. between 86th and 87th sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/595 -8555"",name: ""` popover cafe '"",cuisine: ""american"",label: ""a331"",id: ""331""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1190"",id: ""1190"",value: ""' 551 amsterdam ave. between 86th and 87th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1190"",id: ""1190"",value: ""' 551 amsterdam ave. between 86th and 87th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1189"",id: ""1189"",value: ""' 371 w. 46th st. off 9th ave. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""' 212 / 956-3055 '"",name: ""pomaire"",cuisine: ""` latin american '"",id: ""330"",label: ""a330""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1189"",id: ""1189"",value: ""' 371 w. 46th st. off 9th ave. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1189"",id: ""1189"",value: ""' 371 w. 46th st. off 9th ave. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1188"",id: ""1188"",value: ""' 140 w. 57th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/333 -7827"",name: ""` planet hollywood '"",cuisine: ""american"",label: ""a329"",id: ""329""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1188"",id: ""1188"",value: ""' 140 w. 57th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1188"",id: ""1188"",value: ""' 140 w. 57th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1187"",id: ""1187"",value: ""' 1423 2nd ave. between 74th and 75th sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/535 -1100"",name: ""persepolis"",cuisine: ""` middle eastern '"",label: ""a328"",id: ""328""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1187"",id: ""1187"",value: ""' 1423 2nd ave. between 74th and 75th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1187"",id: ""1187"",value: ""' 1423 2nd ave. between 74th and 75th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1186"",id: ""1186"",value: ""' 109 spring st. between greene and mercer sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/274 -8883"",name: ""` penang soho '"",cuisine: ""asian"",label: ""a327"",id: ""327""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1186"",id: ""1186"",value: ""' 109 spring st. between greene and mercer sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1186"",id: ""1186"",value: ""' 109 spring st. between greene and mercer sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1185"",id: ""1185"",value: ""' 205 e. 45th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/682 -8660"",name: ""` pen & pencil '"",cuisine: ""american"",label: ""a326"",id: ""326""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1185"",id: ""1185"",value: ""' 205 e. 45th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1185"",id: ""1185"",value: ""' 205 e. 45th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1184"",id: ""1184"",value: ""' 301 park ave. between 49th and 50th sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/872 -4895"",name: ""` peacock alley '"",cuisine: ""french"",label: ""a325"",id: ""325""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1184"",id: ""1184"",value: ""' 301 park ave. between 49th and 50th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1184"",id: ""1184"",value: ""' 301 park ave. between 49th and 50th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1183"",id: ""1183"",value: ""' 250 park ave. s at 20th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/777 -6211"",name: ""patria"",cuisine: ""` latin american '"",label: ""a324"",id: ""324""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1183"",id: ""1183"",value: ""' 250 park ave. s at 20th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1183"",id: ""1183"",value: ""' 250 park ave. s at 20th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1182"",id: ""1182"",value: ""'24 e. 81st st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/288 -2391"",name: ""` parioli romanissimo '"",cuisine: ""italian"",label: ""a323"",id: ""323""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1182"",id: ""1182"",value: ""'24 e. 81st st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1182"",id: ""1182"",value: ""'24 e. 81st st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1181"",id: ""1181"",value: ""' 1065 1st ave. at 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/644 -9258"",name: ""pamir"",cuisine: ""` middle eastern '"",id: ""322"",label: ""a322""})"
