r1,a1,c,a2,r2
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f881"",id: ""881"",value: ""' 1001 n. alameda st. '""})","(:Restaurant {phone: ""213-628-3781"",name: ""` philippe the original '"",cuisine: ""cafeterias"",label: ""a768"",id: ""768""})"
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f881"",id: ""881"",value: ""' 1001 n. alameda st. '""})","(:Restaurant {phone: ""213/628 -3781"",name: ""` philippe \ 's the original '"",cuisine: ""american"",id: ""17"",label: ""a17""})"
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f880"",id: ""880"",value: ""' 5955 melrose ave. '""})","(:Restaurant {phone: ""213-467-1108"",name: ""patina"",cuisine: ""californian"",label: ""a767"",id: ""767""})"
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f880"",id: ""880"",value: ""' 5955 melrose ave. '""})","(:Restaurant {phone: ""213/467 -1108"",name: ""patina"",cuisine: ""californian"",label: ""a16"",id: ""16""})"
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f879"",id: ""879"",value: ""' 9001 santa monica blvd. '""})","(:Restaurant {phone: ""310-550-8811"",name: ""` palm the ( los angeles ) '"",cuisine: ""steakhouses"",id: ""766"",label: ""a766""})"
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f879"",id: ""879"",value: ""' 9001 santa monica blvd. '""})","(:Restaurant {phone: ""310/550 -8811"",name: ""` the palm '"",cuisine: ""american"",label: ""a15"",id: ""15""})"
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f877"",id: ""877"",value: ""' 3rd st. '""})","(:Restaurant {phone: ""213/651 -0346"",name: ""sofi"",cuisine: ""mediterranean"",id: ""166"",label: ""a166""})"
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f877"",id: ""877"",value: ""' 3rd st. '""})","(:Restaurant {phone: ""213/658 -8898"",name: ""cava"",cuisine: ""mediterranean"",id: ""126"",label: ""a126""})"
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f877"",id: ""877"",value: ""' 3rd st. '""})","(:Restaurant {phone: ""310/274 -1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a13"",id: ""13""})"
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f876"",id: ""876"",value: ""' 8284 melrose ave. '""})","(:Restaurant {phone: ""213-655-8880"",name: ""` le chardonnay ( los angeles ) '"",cuisine: ""` french bistro '"",id: ""763"",label: ""a763""})"
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f876"",id: ""876"",value: ""' 8284 melrose ave. '""})","(:Restaurant {phone: ""213/655 -8880"",name: ""` le chardonnay '"",cuisine: ""french"",label: ""a12"",id: ""12""})"
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f875"",id: ""875"",value: ""' 903 n. la cienega blvd. '""})","(:Restaurant {phone: ""310-652-9770"",name: ""` l \ ` orangerie '"",cuisine: ""` french ( classic ) '"",label: ""a762"",id: ""762""})"
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f875"",id: ""875"",value: ""' 903 n. la cienega blvd. '""})","(:Restaurant {phone: ""310/652 -9770"",name: ""` l \ ` orangerie '"",cuisine: ""french"",label: ""a11"",id: ""11""})"
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f874"",id: ""874"",value: ""' 1972 n. hillhurst ave. '""})","(:Restaurant {phone: ""213/665 -1891"",name: ""` restaurant katsu '"",cuisine: ""asian"",label: ""a10"",id: ""10""})"
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f873"",id: ""873"",value: ""' 9560 dayton way '""})","(:Restaurant {phone: ""310-276-0615"",name: ""` grill the '"",cuisine: ""` american ( traditional ) '"",label: ""a760"",id: ""760""})"
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f873"",id: ""873"",value: ""' 9560 dayton way '""})","(:Restaurant {phone: ""310/276 -0615"",name: ""` grill on the alley '"",cuisine: ""american"",label: ""a9"",id: ""9""})"
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f870"",id: ""870"",value: ""' 6703 melrose ave. '""})","(:Restaurant {phone: ""213-857-0034"",name: ""citrus"",cuisine: ""californian"",label: ""a757"",id: ""757""})"
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f870"",id: ""870"",value: ""' 6703 melrose ave. '""})","(:Restaurant {phone: ""213/857 -0034"",name: ""citrus"",cuisine: ""californian"",label: ""a6"",id: ""6""})"
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f868"",id: ""868"",value: ""' 624 s. la brea ave. '""})","(:Restaurant {phone: ""213-938-1447"",name: ""campanile"",cuisine: ""californian"",label: ""a755"",id: ""755""})"
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f868"",id: ""868"",value: ""' 624 s. la brea ave. '""})","(:Restaurant {phone: ""213/938 -1447"",name: ""campanile"",cuisine: ""american"",label: ""a4"",id: ""4""})"
"(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f864"",id: ""864"",value: ""' 435 s. la cienega blv . '""})","(:Restaurant {phone: ""310/246 -1501"",name: ""` arnie morton \ 's of chicago '"",cuisine: ""american"",id: ""0"",label: ""a0""})"
"(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})"
"(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1595"",id: ""1595"",value: ""' 435 s. la cienega blvd. '""})","(:Restaurant {phone: ""310-246-1501"",name: ""` arnie morton \ 's of chicago '"",cuisine: ""steakhouses"",id: ""751"",label: ""a751""})"
"(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1448"",id: ""1448"",value: ""' 544 s. grand ave. '""})","(:Restaurant {phone: ""213-891-0900"",name: ""` water grill '"",cuisine: ""seafood"",label: ""a599"",id: ""599""})"
"(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1436"",id: ""1436"",value: ""' 923 e. third st. '""})","(:Restaurant {phone: ""213-687-7178"",name: ""r-23"",cuisine: ""japanese"",id: ""587"",label: ""a587""})"
"(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1388"",id: ""1388"",value: ""' 515 s. olive st. '""})","(:Restaurant {phone: ""213-612-1580"",name: ""` bernard \ 's '"",cuisine: ""continental"",label: ""a538"",id: ""538""})"
"(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1034"",id: ""1034"",value: ""'60 n. venice blvd. '""})","(:Restaurant {phone: ""310/823 -5396"",name: ""` west beach cafe '"",cuisine: ""american"",label: ""a174"",id: ""174""})"
"(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1032"",id: ""1032"",value: ""' 9876 wilshire blvd. '""})","(:Restaurant {phone: ""310/276 -6345"",name: ""` trader vic \ 's '"",cuisine: ""asian"",label: ""a172"",id: ""172""})"
"(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1031"",id: ""1031"",value: ""' 3835 cross creek rd. '""})","(:Restaurant {phone: ""310/456 -0169"",name: ""` tra di noi '"",cuisine: ""italian"",label: ""a171"",id: ""171""})"
"(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1030"",id: ""1030"",value: ""' 7313 melrose ave. '""})","(:Restaurant {phone: ""213/937 -5733"",name: ""` tommy tang \ 's '"",cuisine: ""asian"",label: ""a170"",id: ""170""})"
"(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1029"",id: ""1029"",value: ""' 430 n. camden dr. '""})","(:Restaurant {phone: ""310/859 -0926"",name: ""` the mandarin '"",cuisine: ""asian"",label: ""a169"",id: ""169""})"
"(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1028"",id: ""1028"",value: ""' 7371 melrose ave. '""})","(:Restaurant {phone: ""213/658 -6340"",name: ""` tavola calda '"",cuisine: ""italian"",label: ""a168"",id: ""168""})"
"(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1027"",id: ""1027"",value: ""' 8020 beverly blvd. '""})","(:Restaurant {phone: ""213/653 -5858"",name: ""swingers"",cuisine: ""american"",label: ""a167"",id: ""167""})"
"(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1026"",id: ""1026"",value: ""' 3110 main st. '""})","(:Restaurant {phone: ""310/399 -4800"",name: ""` schatzi on main '"",cuisine: ""continental"",label: ""a165"",id: ""165""})"
"(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1025"",id: ""1025"",value: ""' 1514 n. gower st. '""})","(:Restaurant {phone: ""213/466 -9329"",name: ""` roscoe \ 's house of chicken \ ` n \ ' waffles '"",cuisine: ""american"",id: ""164"",label: ""a164""})"
"(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1024"",id: ""1024"",value: ""' 111 s. san pedro st. '""})","(:Restaurant {phone: ""213/680 -9355"",name: ""` restaurant horikawa '"",cuisine: ""asian"",label: ""a163"",id: ""163""})"
"(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1023"",id: ""1023"",value: ""' 252 n. beverly dr. '""})","(:Restaurant {phone: ""310/274 -7427"",name: ""` rj \ 's the rib joint '"",cuisine: ""american"",label: ""a161"",id: ""161""})"
"(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1020"",id: ""1020"",value: ""' 1448 n. gower st. '""})","(:Restaurant {phone: ""213/461 -8800"",name: ""` pinot hollywood '"",cuisine: ""californian"",label: ""a158"",id: ""158""})"
"(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1018"",id: ""1018"",value: ""' 6th st. '""})","(:Restaurant {phone: ""213/483 -6000"",name: ""` pacific dining car '"",cuisine: ""american"",label: ""a156"",id: ""156""})"
"(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1017"",id: ""1017"",value: ""' 11705 national blvd. '""})","(:Restaurant {phone: ""310/479 -4187"",name: ""orleans"",cuisine: ""cajun"",label: ""a155"",id: ""155""})"
"(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1015"",id: ""1015"",value: ""' 601 s. figueroa st. '""})","(:Restaurant {phone: ""213/485 -0927"",name: ""nicola"",cuisine: ""american"",label: ""a153"",id: ""153""})"
